temperature_keV,density_requested_g_cm3,density_used_g_cm3,density_was_clipped,rosseland_cm2_g,planck_cm2_g,free_electrons,avg_sq_free_electrons
2.375,231.01,231.01,false,0.1879,0.63423,1,1
2.375,271.86,271.86,false,0.19179,0.72699,1,1
2.375,319.93,319.93,false,0.19599,0.83542,1,1
2.375,376.49,376.49,false,0.20053,0.95807,1,1
2.375,443.06,443.06,false,0.20585,1.0576,1,1
2.375,521.4,521.4,false,0.21163,1.1738,1,1
2.375,613.59,613.59,false,0.21789,1.3098,1,1
2.375,722.08,722.08,false,0.22464,1.4708,1,1
2.375,849.75,849.75,false,0.23189,1.6567,1,1
2.375,1000,1000,false,0.23965,1.8399,1,1
2.5,0.0001,0.0001,false,0.1498,3.2652e-7,1,1
2.5,0.00011768,0.00011768,false,0.1498,3.8425e-7,1,1
2.5,0.00013849,0.00013849,false,0.1498,4.5219e-7,1,1
2.5,0.00016298,0.00016298,false,0.1498,5.3214e-7,1,1
2.5,0.00019179,0.00019179,false,0.1498,6.2623e-7,1,1
2.5,0.0002257,0.0002257,false,0.1498,7.3696e-7,1,1
2.5,0.00026561,0.00026561,false,0.1498,8.6726e-7,1,1
2.5,0.00031257,0.00031257,false,0.1498,0.0000010206,1,1
2.5,0.00036784,0.00036784,false,0.1498,0.0000012011,1,1
2.5,0.00043288,0.00043288,false,0.1498,0.0000014134,1,1
2.5,0.00050941,0.00050941,false,0.1498,0.0000016633,1,1
2.5,0.00059948,0.00059948,false,0.1498,0.0000019574,1,1
2.5,0.00070548,0.00070548,false,0.1498,0.0000023035,1,1
2.5,0.00083022,0.00083022,false,0.1498,0.0000027108,1,1
2.5,0.00097701,0.00097701,false,0.1498,0.0000031901,1,1
2.5,0.0011498,0.0011498,false,0.1498,0.0000037541,1,1
2.5,0.001353,0.001353,false,0.1498,0.0000044179,1,1
2.5,0.0015923,0.0015923,false,0.1498,0.000005199,1,1
2.5,0.0018738,0.0018738,false,0.1498,0.0000061182,1,1
2.5,0.0022051,0.0022051,false,0.1498,0.0000072,1,1
2.5,0.002595,0.002595,false,0.1498,0.000008473,1,1
2.5,0.0030539,0.0030539,false,0.1498,0.0000099711,1,1
2.5,0.0035938,0.0035938,false,0.1498,0.000011734,1,1
2.5,0.0042292,0.0042292,false,0.1498,0.000013809,1,1
2.5,0.004977,0.004977,false,0.1498,0.00001625,1,1
2.5,0.005857,0.005857,false,0.1498,0.000019123,1,1
2.5,0.0068926,0.0068926,false,0.14981,0.000022504,1,1
2.5,0.0081113,0.0081113,false,0.14981,0.000026483,1,1
2.5,0.0095455,0.0095455,false,0.14981,0.000031165,1,1
2.5,0.011233,0.011233,false,0.14981,0.000036676,1,1
2.5,0.013219,0.013219,false,0.14981,0.00004316,1,1
2.5,0.015557,0.015557,false,0.14981,0.000050791,1,1
2.5,0.018307,0.018307,false,0.14981,0.000059771,1,1
2.5,0.021544,0.021544,false,0.14982,0.000070337,1,1
2.5,0.025354,0.025354,false,0.14982,0.000082772,1,1
2.5,0.029836,0.029836,false,0.14982,0.000097405,1,1
2.5,0.035112,0.035112,false,0.14983,0.00011463,1,1
2.5,0.04132,0.04132,false,0.14983,0.00013489,1,1
2.5,0.048626,0.048626,false,0.14984,0.00015874,1,1
2.5,0.057224,0.057224,false,0.14984,0.0001868,1,1
2.5,0.067342,0.067342,false,0.14985,0.00021981,1,1
2.5,0.079248,0.079248,false,0.14986,0.00025866,1,1
2.5,0.09326,0.09326,false,0.14987,0.00030437,1,1
2.5,0.10975,0.10975,false,0.14988,0.00035817,1,1
2.5,0.12915,0.12915,false,0.1499,0.00041992,1,1
2.5,0.15199,0.15199,false,0.14991,0.00049412,1,1
2.5,0.17886,0.17886,false,0.14993,0.00058141,1,1
2.5,0.21049,0.21049,false,0.14995,0.00068412,1,1
2.5,0.24771,0.24771,false,0.14997,0.000805,1,1
2.5,0.29151,0.29151,false,0.15,0.00094393,1,1
2.5,0.34305,0.34305,false,0.15003,0.0011108,1,1
2.5,0.4037,0.4037,false,0.15007,0.001307,1,1
2.5,0.47508,0.47508,false,0.15011,0.0015324,1,1
2.5,0.55908,0.55908,false,0.15016,0.0018029,1,1
2.5,0.65793,0.65793,false,0.15022,0.0021213,1,1
2.5,0.77426,0.77426,false,0.15028,0.0024878,1,1
2.5,0.91116,0.91116,false,0.15035,0.0029273,1,1
2.5,1.0723,1.0723,false,0.15044,0.0034332,1,1
2.5,1.2619,1.2619,false,0.15053,0.0040379,1,1
2.5,1.485,1.485,false,0.15064,0.0047347,1,1
2.5,1.7475,1.7475,false,0.15077,0.0055697,1,1
2.5,2.0565,2.0565,false,0.15091,0.0065324,1,1
2.5,2.4201,2.4201,false,0.15107,0.0076623,1,1
2.5,2.848,2.848,false,0.15125,0.0090151,1,1
2.5,3.3516,3.3516,false,0.15146,0.010564,1,1
2.5,3.9442,3.9442,false,0.15169,0.012383,1,1
2.5,4.6416,4.6416,false,0.15196,0.014519,1,1
2.5,5.4623,5.4623,false,0.15226,0.017027,1,1
2.5,6.4281,6.4281,false,0.1526,0.019971,1,1
2.5,7.5646,7.5646,false,0.15298,0.023362,1,1
2.5,8.9022,8.9022,false,0.15341,0.027354,1,1
2.5,10.476,10.476,false,0.1539,0.032033,1,1
2.5,12.328,12.328,false,0.15444,0.037433,1,1
2.5,14.508,14.508,false,0.15505,0.043761,1,1
2.5,17.074,17.074,false,0.15573,0.051176,1,1
2.5,20.092,20.092,false,0.15649,0.059864,1,1
2.5,23.645,23.645,false,0.15734,0.069791,1,1
2.5,27.826,27.826,false,0.15829,0.081328,1,1
2.5,32.745,32.745,false,0.15935,0.094646,1,1
2.5,38.535,38.535,false,0.16052,0.11024,1,1
2.5,45.349,45.349,false,0.16182,0.12849,1,1
2.5,53.367,53.367,false,0.16327,0.14985,1,1
2.5,62.803,62.803,false,0.16476,0.1734,1,1
2.5,73.907,73.907,false,0.16633,0.20022,1,1
2.5,86.975,86.975,false,0.16803,0.23167,1,1
2.5,102.35,102.35,false,0.16988,0.26853,1,1
2.5,120.45,120.45,false,0.17189,0.31049,1,1
2.5,141.75,141.75,false,0.17405,0.36013,1,1
2.5,166.81,166.81,false,0.17657,0.41312,1,1
2.5,196.3,196.3,false,0.17948,0.47114,1,1
2.5,231.01,231.01,false,0.18264,0.5385,1,1
2.5,271.86,271.86,false,0.18607,0.61652,1,1
2.5,319.93,319.93,false,0.18978,0.70776,1,1
2.5,376.49,376.49,false,0.19377,0.81306,1,1
2.5,443.06,443.06,false,0.19829,0.91445,1,1
2.5,521.4,521.4,false,0.20337,1.0121,1,1
2.5,613.59,613.59,false,0.20888,1.1278,1,1
2.5,722.08,722.08,false,0.21481,1.2632,1,1
2.5,849.75,849.75,false,0.22118,1.4217,1,1
2.5,1000,1000,false,0.22797,1.6044,1,1
2.625,0.0001,0.0001,false,0.14928,2.7483e-7,1,1
2.625,0.00011768,0.00011768,false,0.14928,3.2342e-7,1,1
2.625,0.00013849,0.00013849,false,0.14928,3.8061e-7,1,1
2.625,0.00016298,0.00016298,false,0.14928,4.479e-7,1,1
2.625,0.00019179,0.00019179,false,0.14928,5.271e-7,1,1
2.625,0.0002257,0.0002257,false,0.14928,6.2029e-7,1,1
2.625,0.00026561,0.00026561,false,0.14928,7.2997e-7,1,1
2.625,0.00031257,0.00031257,false,0.14928,8.5903e-7,1,1
2.625,0.00036784,0.00036784,false,0.14928,0.0000010109,1,1
2.625,0.00043288,0.00043288,false,0.14928,0.0000011897,1,1
2.625,0.00050941,0.00050941,false,0.14928,0.0000014,1,1
2.625,0.00059948,0.00059948,false,0.14928,0.0000016475,1,1
2.625,0.00070548,0.00070548,false,0.14928,0.0000019388,1,1
2.625,0.00083022,0.00083022,false,0.14928,0.0000022816,1,1
2.625,0.00097701,0.00097701,false,0.14928,0.0000026851,1,1
2.625,0.0011498,0.0011498,false,0.14928,0.0000031598,1,1
2.625,0.001353,0.001353,false,0.14928,0.0000037185,1,1
2.625,0.0015923,0.0015923,false,0.14928,0.000004376,1,1
2.625,0.0018738,0.0018738,false,0.14928,0.0000051497,1,1
2.625,0.0022051,0.0022051,false,0.14928,0.0000060602,1,1
2.625,0.002595,0.002595,false,0.14928,0.0000071317,1,1
2.625,0.0030539,0.0030539,false,0.14928,0.0000083926,1,1
2.625,0.0035938,0.0035938,false,0.14928,0.0000098765,1,1
2.625,0.0042292,0.0042292,false,0.14928,0.000011623,1,1
2.625,0.004977,0.004977,false,0.14928,0.000013678,1,1
2.625,0.005857,0.005857,false,0.14928,0.000016096,1,1
2.625,0.0068926,0.0068926,false,0.14928,0.000018942,1,1
2.625,0.0081113,0.0081113,false,0.14928,0.000022291,1,1
2.625,0.0095455,0.0095455,false,0.14928,0.000026232,1,1
2.625,0.011233,0.011233,false,0.14928,0.00003087,1,1
2.625,0.013219,0.013219,false,0.14929,0.000036328,1,1
2.625,0.015557,0.015557,false,0.14929,0.00004275,1,1
2.625,0.018307,0.018307,false,0.14929,0.000050309,1,1
2.625,0.021544,0.021544,false,0.14929,0.000059203,1,1
2.625,0.025354,0.025354,false,0.14929,0.00006967,1,1
2.625,0.029836,0.029836,false,0.1493,0.000081986,1,1
2.625,0.035112,0.035112,false,0.1493,0.00009648,1,1
2.625,0.04132,0.04132,false,0.1493,0.00011354,1,1
2.625,0.048626,0.048626,false,0.14931,0.00013361,1,1
2.625,0.057224,0.057224,false,0.14931,0.00015723,1,1
2.625,0.067342,0.067342,false,0.14932,0.00018502,1,1
2.625,0.079248,0.079248,false,0.14933,0.00021772,1,1
2.625,0.09326,0.09326,false,0.14934,0.0002562,1,1
2.625,0.10975,0.10975,false,0.14935,0.00030148,1,1
2.625,0.12915,0.12915,false,0.14936,0.00035478,1,1
2.625,0.15199,0.15199,false,0.14937,0.00041593,1,1
2.625,0.17886,0.17886,false,0.14939,0.0004894,1,1
2.625,0.21049,0.21049,false,0.1494,0.00057586,1,1
2.625,0.24771,0.24771,false,0.14942,0.00067761,1,1
2.625,0.29151,0.29151,false,0.14945,0.00079735,1,1
2.625,0.34305,0.34305,false,0.14947,0.00093496,1,1
2.625,0.4037,0.4037,false,0.14951,0.0011002,1,1
2.625,0.47508,0.47508,false,0.14954,0.0012944,1,1
2.625,0.55908,0.55908,false,0.14958,0.0015177,1,1
2.625,0.65793,0.65793,false,0.14963,0.0017857,1,1
2.625,0.77426,0.77426,false,0.14969,0.0021011,1,1
2.625,0.91116,0.91116,false,0.14975,0.0024641,1,1
2.625,1.0723,1.0723,false,0.14982,0.0028995,1,1
2.625,1.2619,1.2619,false,0.1499,0.0033996,1,1
2.625,1.485,1.485,false,0.15,0.0039986,1,1
2.625,1.7475,1.7475,false,0.1501,0.004689,1,1
2.625,2.0565,2.0565,false,0.15023,0.0055161,1,1
2.625,2.4201,2.4201,false,0.15036,0.0064698,1,1
2.625,2.848,2.848,false,0.15052,0.007589,1,1
2.625,3.3516,3.3516,false,0.1507,0.0088972,1,1
2.625,3.9442,3.9442,false,0.15091,0.010428,1,1
2.625,4.6416,4.6416,false,0.15114,0.012261,1,1
2.625,5.4623,5.4623,false,0.1514,0.014377,1,1
2.625,6.4281,6.4281,false,0.15169,0.016815,1,1
2.625,7.5646,7.5646,false,0.15203,0.019723,1,1
2.625,8.9022,8.9022,false,0.1524,0.023116,1,1
2.625,10.476,10.476,false,0.15283,0.027063,1,1
2.625,12.328,12.328,false,0.1533,0.031619,1,1
2.625,14.508,14.508,false,0.15384,0.036958,1,1
2.625,17.074,17.074,false,0.15443,0.043323,1,1
2.625,20.092,20.092,false,0.1551,0.05067,1,1
2.625,23.645,23.645,false,0.15585,0.059052,1,1
2.625,27.826,27.826,false,0.15669,0.068785,1,1
2.625,32.745,32.745,false,0.15762,0.080205,1,1
2.625,38.535,38.535,false,0.15866,0.093386,1,1
2.625,45.349,45.349,false,0.15981,0.10882,1,1
2.625,53.367,53.367,false,0.16109,0.12687,1,1
2.625,62.803,62.803,false,0.16248,0.14745,1,1
2.625,73.907,73.907,false,0.16386,0.17046,1,1
2.625,86.975,86.975,false,0.16537,0.19708,1,1
2.625,102.35,102.35,false,0.167,0.22783,1,1
2.625,120.45,120.45,false,0.16877,0.26431,1,1
2.625,141.75,141.75,false,0.17069,0.30583,1,1
2.625,166.81,166.81,false,0.17277,0.35444,1,1
2.625,196.3,196.3,false,0.17535,0.40354,1,1
2.625,231.01,231.01,false,0.17815,0.46056,1,1
2.625,271.86,271.86,false,0.1812,0.5275,1,1
2.625,319.93,319.93,false,0.18448,0.60495,1,1
2.625,376.49,376.49,false,0.18803,0.69544,1,1
2.625,443.06,443.06,false,0.19187,0.79635,1,1
2.625,521.4,521.4,false,0.19637,0.88029,1,1
2.625,613.59,613.59,false,0.20124,0.97833,1,1
2.625,722.08,722.08,false,0.20649,1.0931,1,1
2.625,849.75,849.75,false,0.21212,1.2291,1,1
2.625,1000,1000,false,0.21812,1.3862,1,1
2.75,0.0001,0.0001,false,0.14878,2.3319e-7,1,1
2.75,0.00011768,0.00011768,false,0.14878,2.7442e-7,1,1
2.75,0.00013849,0.00013849,false,0.14878,3.2294e-7,1,1
2.75,0.00016298,0.00016298,false,0.14878,3.8004e-7,1,1
2.75,0.00019179,0.00019179,false,0.14878,4.4724e-7,1,1
2.75,0.0002257,0.0002257,false,0.14878,5.2632e-7,1,1
2.75,0.00026561,0.00026561,false,0.14878,6.1938e-7,1,1
2.75,0.00031257,0.00031257,false,0.14878,7.2889e-7,1,1
2.75,0.00036784,0.00036784,false,0.14878,8.5777e-7,1,1
2.75,0.00043288,0.00043288,false,0.14878,0.0000010094,1,1
2.75,0.00050941,0.00050941,false,0.14878,0.0000011879,1,1
2.75,0.00059948,0.00059948,false,0.14878,0.0000013979,1,1
2.75,0.00070548,0.00070548,false,0.14878,0.0000016451,1,1
2.75,0.00083022,0.00083022,false,0.14878,0.000001936,1,1
2.75,0.00097701,0.00097701,false,0.14878,0.0000022783,1,1
2.75,0.0011498,0.0011498,false,0.14878,0.0000026811,1,1
2.75,0.001353,0.001353,false,0.14878,0.0000031551,1,1
2.75,0.0015923,0.0015923,false,0.14878,0.000003713,1,1
2.75,0.0018738,0.0018738,false,0.14878,0.0000043695,1,1
2.75,0.0022051,0.0022051,false,0.14878,0.0000051421,1,1
2.75,0.002595,0.002595,false,0.14878,0.0000060512,1,1
2.75,0.0030539,0.0030539,false,0.14878,0.0000071212,1,1
2.75,0.0035938,0.0035938,false,0.14878,0.0000083802,1,1
2.75,0.0042292,0.0042292,false,0.14878,0.0000098619,1,1
2.75,0.004977,0.004977,false,0.14878,0.000011606,1,1
2.75,0.005857,0.005857,false,0.14878,0.000013657,1,1
2.75,0.0068926,0.0068926,false,0.14878,0.000016072,1,1
2.75,0.0081113,0.0081113,false,0.14878,0.000018914,1,1
2.75,0.0095455,0.0095455,false,0.14878,0.000022258,1,1
2.75,0.011233,0.011233,false,0.14879,0.000026193,1,1
2.75,0.013219,0.013219,false,0.14879,0.000030824,1,1
2.75,0.015557,0.015557,false,0.14879,0.000036274,1,1
2.75,0.018307,0.018307,false,0.14879,0.000042687,1,1
2.75,0.021544,0.021544,false,0.14879,0.000050235,1,1
2.75,0.025354,0.025354,false,0.14879,0.000059115,1,1
2.75,0.029836,0.029836,false,0.1488,0.000069566,1,1
2.75,0.035112,0.035112,false,0.1488,0.000081865,1,1
2.75,0.04132,0.04132,false,0.1488,0.000096338,1,1
2.75,0.048626,0.048626,false,0.14881,0.00011337,1,1
2.75,0.057224,0.057224,false,0.14881,0.00013341,1,1
2.75,0.067342,0.067342,false,0.14882,0.00015699,1,1
2.75,0.079248,0.079248,false,0.14882,0.00018474,1,1
2.75,0.09326,0.09326,false,0.14883,0.00021739,1,1
2.75,0.10975,0.10975,false,0.14884,0.00025582,1,1
2.75,0.12915,0.12915,false,0.14885,0.00030104,1,1
2.75,0.15199,0.15199,false,0.14886,0.00035292,1,1
2.75,0.17886,0.17886,false,0.14887,0.00041529,1,1
2.75,0.21049,0.21049,false,0.14889,0.00048865,1,1
2.75,0.24771,0.24771,false,0.1489,0.00057499,1,1
2.75,0.29151,0.29151,false,0.14892,0.00067659,1,1
2.75,0.34305,0.34305,false,0.14895,0.00079334,1,1
2.75,0.4037,0.4037,false,0.14897,0.00093356,1,1
2.75,0.47508,0.47508,false,0.14901,0.0010984,1,1
2.75,0.55908,0.55908,false,0.14904,0.0012923,1,1
2.75,0.65793,0.65793,false,0.14908,0.0015153,1,1
2.75,0.77426,0.77426,false,0.14913,0.0017829,1,1
2.75,0.91116,0.91116,false,0.14918,0.0020909,1,1
2.75,1.0723,1.0723,false,0.14925,0.0024604,1,1
2.75,1.2619,1.2619,false,0.14932,0.0028947,1,1
2.75,1.485,1.485,false,0.1494,0.0033936,1,1
2.75,1.7475,1.7475,false,0.14949,0.0039794,1,1
2.75,2.0565,2.0565,false,0.1496,0.0046813,1,1
2.75,2.4201,2.4201,false,0.14972,0.0054904,1,1
2.75,2.848,2.848,false,0.14986,0.0064596,1,1
2.75,3.3516,3.3516,false,0.15001,0.0075763,1,1
2.75,3.9442,3.9442,false,0.15019,0.0088787,1,1
2.75,4.6416,4.6416,false,0.15039,0.010408,1,1
2.75,5.4623,5.4623,false,0.15062,0.012204,1,1
2.75,6.4281,6.4281,false,0.15088,0.014312,1,1
2.75,7.5646,7.5646,false,0.15117,0.016786,1,1
2.75,8.9022,8.9022,false,0.1515,0.019691,1,1
2.75,10.476,10.476,false,0.15187,0.022989,1,1
2.75,12.328,12.328,false,0.15229,0.026924,1,1
2.75,14.508,14.508,false,0.15276,0.031465,1,1
2.75,17.074,17.074,false,0.15329,0.03688,1,1
2.75,20.092,20.092,false,0.15388,0.04313,1,1
2.75,23.645,23.645,false,0.15454,0.050452,1,1
2.75,27.826,27.826,false,0.15528,0.058789,1,1
2.75,32.745,32.745,false,0.15611,0.06836,1,1
2.75,38.535,38.535,false,0.15703,0.079754,1,1
2.75,45.349,45.349,false,0.15806,0.092903,1,1
2.75,53.367,53.367,false,0.1592,0.10829,1,1
2.75,62.803,62.803,false,0.16046,0.12602,1,1
2.75,73.907,73.907,false,0.16173,0.14601,1,1
2.75,86.975,86.975,false,0.16306,0.16868,1,1
2.75,102.35,102.35,false,0.16451,0.19525,1,1
2.75,120.45,120.45,false,0.16608,0.22594,1,1
2.75,141.75,141.75,false,0.16778,0.26182,1,1
2.75,166.81,166.81,false,0.16961,0.30374,1,1
2.75,196.3,196.3,false,0.17179,0.34782,1,1
2.75,231.01,231.01,false,0.17429,0.3971,1,1
2.75,271.86,271.86,false,0.177,0.45425,1,1
2.75,319.93,319.93,false,0.17993,0.52126,1,1
2.75,376.49,376.49,false,0.18309,0.5987,1,1
2.75,443.06,443.06,false,0.18648,0.68802,1,1
2.75,521.4,521.4,false,0.19037,0.76945,1,1
2.75,613.59,613.59,false,0.19471,0.85425,1,1
2.75,722.08,722.08,false,0.19938,0.95343,1,1
2.75,849.75,849.75,false,0.20438,1.0696,1,1
2.75,1000,1000,false,0.20972,1.2056,1,1
3,0.0001,0.0001,false,0.14785,1.7152e-7,1,1
3,0.00011768,0.00011768,false,0.14785,2.0184e-7,1,1
3,0.00013849,0.00013849,false,0.14785,2.3753e-7,1,1
3,0.00016298,0.00016298,false,0.14785,2.7953e-7,1,1
3,0.00019179,0.00019179,false,0.14785,3.2895e-7,1,1
3,0.0002257,0.0002257,false,0.14785,3.8711e-7,1,1
3,0.00026561,0.00026561,false,0.14785,4.5556e-7,1,1
3,0.00031257,0.00031257,false,0.14785,5.3611e-7,1,1
3,0.00036784,0.00036784,false,0.14785,6.309e-7,1,1
3,0.00043288,0.00043288,false,0.14785,7.4245e-7,1,1
3,0.00050941,0.00050941,false,0.14785,8.7372e-7,1,1
3,0.00059948,0.00059948,false,0.14785,0.0000010282,1,1
3,0.00070548,0.00070548,false,0.14785,0.00000121,1,1
3,0.00083022,0.00083022,false,0.14785,0.0000014239,1,1
3,0.00097701,0.00097701,false,0.14785,0.0000016757,1,1
3,0.0011498,0.0011498,false,0.14785,0.000001972,1,1
3,0.001353,0.001353,false,0.14785,0.0000023207,1,1
3,0.0015923,0.0015923,false,0.14785,0.000002731,1,1
3,0.0018738,0.0018738,false,0.14785,0.0000032138,1,1
3,0.0022051,0.0022051,false,0.14785,0.0000037821,1,1
3,0.002595,0.002595,false,0.14785,0.0000044508,1,1
3,0.0030539,0.0030539,false,0.14785,0.0000052377,1,1
3,0.0035938,0.0035938,false,0.14785,0.0000061638,1,1
3,0.0042292,0.0042292,false,0.14785,0.0000072536,1,1
3,0.004977,0.004977,false,0.14785,0.0000085361,1,1
3,0.005857,0.005857,false,0.14785,0.000010045,1,1
3,0.0068926,0.0068926,false,0.14785,0.000011821,1,1
3,0.0081113,0.0081113,false,0.14785,0.000013912,1,1
3,0.0095455,0.0095455,false,0.14786,0.000016371,1,1
3,0.011233,0.011233,false,0.14786,0.000019266,1,1
3,0.013219,0.013219,false,0.14786,0.000022672,1,1
3,0.015557,0.015557,false,0.14786,0.00002668,1,1
3,0.018307,0.018307,false,0.14786,0.000031397,1,1
3,0.021544,0.021544,false,0.14786,0.000036949,1,1
3,0.025354,0.025354,false,0.14786,0.000043481,1,1
3,0.029836,0.029836,false,0.14786,0.000051168,1,1
3,0.035112,0.035112,false,0.14787,0.000060214,1,1
3,0.04132,0.04132,false,0.14787,0.000070859,1,1
3,0.048626,0.048626,false,0.14787,0.000083387,1,1
3,0.057224,0.057224,false,0.14787,0.000098129,1,1
3,0.067342,0.067342,false,0.14788,0.00011548,1,1
3,0.079248,0.079248,false,0.14788,0.00013589,1,1
3,0.09326,0.09326,false,0.14789,0.00015991,1,1
3,0.10975,0.10975,false,0.1479,0.00018817,1,1
3,0.12915,0.12915,false,0.1479,0.00022143,1,1
3,0.15199,0.15199,false,0.14791,0.00026057,1,1
3,0.17886,0.17886,false,0.14792,0.00030548,1,1
3,0.21049,0.21049,false,0.14793,0.00035945,1,1
3,0.24771,0.24771,false,0.14794,0.00042296,1,1
3,0.29151,0.29151,false,0.14796,0.00049769,1,1
3,0.34305,0.34305,false,0.14798,0.00058564,1,1
3,0.4037,0.4037,false,0.148,0.00068669,1,1
3,0.47508,0.47508,false,0.14802,0.00080806,1,1
3,0.55908,0.55908,false,0.14805,0.00095075,1,1
3,0.65793,0.65793,false,0.14808,0.0011185,1,1
3,0.77426,0.77426,false,0.14811,0.0013116,1,1
3,0.91116,0.91116,false,0.14815,0.0015433,1,1
3,1.0723,1.0723,false,0.1482,0.0018099,1,1
3,1.2619,1.2619,false,0.14826,0.0021296,1,1
3,1.485,1.485,false,0.14832,0.0025053,1,1
3,1.7475,1.7475,false,0.14839,0.0029373,1,1
3,2.0565,2.0565,false,0.14847,0.0034552,1,1
3,2.4201,2.4201,false,0.14856,0.004052,1,1
3,2.848,2.848,false,0.14867,0.0047524,1,1
3,3.3516,3.3516,false,0.14879,0.0055914,1,1
3,3.9442,3.9442,false,0.14892,0.0065566,1,1
3,4.6416,4.6416,false,0.14908,0.0076844,1,1
3,5.4623,5.4623,false,0.14926,0.0090087,1,1
3,6.4281,6.4281,false,0.14946,0.010563,1,1
3,7.5646,7.5646,false,0.14969,0.012388,1,1
3,8.9022,8.9022,false,0.14994,0.014531,1,1
3,10.476,10.476,false,0.15023,0.017039,1,1
3,12.328,12.328,false,0.15056,0.019894,1,1
3,14.508,14.508,false,0.15093,0.023303,1,1
3,17.074,17.074,false,0.15135,0.027235,1,1
3,20.092,20.092,false,0.15182,0.031925,1,1
3,23.645,23.645,false,0.15234,0.037337,1,1
3,27.826,27.826,false,0.15293,0.043669,1,1
3,32.745,32.745,false,0.15359,0.050859,1,1
3,38.535,38.535,false,0.15432,0.059156,1,1
3,45.349,45.349,false,0.15514,0.069032,1,1
3,53.367,53.367,false,0.15606,0.080427,1,1
3,62.803,62.803,false,0.15707,0.093763,1,1
3,73.907,73.907,false,0.1582,0.10936,1,1
3,86.975,86.975,false,0.15927,0.12625,1,1
3,102.35,102.35,false,0.16042,0.14594,1,1
3,120.45,120.45,false,0.16167,0.16903,1,1
3,141.75,141.75,false,0.16303,0.19606,1,1
3,166.81,166.81,false,0.16448,0.22726,1,1
3,196.3,196.3,false,0.16605,0.26319,1,1
3,231.01,231.01,false,0.168,0.30111,1,1
3,271.86,271.86,false,0.17019,0.34358,1,1
3,319.93,319.93,false,0.17255,0.39409,1,1
3,376.49,376.49,false,0.17509,0.45184,1,1
3,443.06,443.06,false,0.17782,0.5193,1,1
3,521.4,521.4,false,0.18074,0.59801,1,1
3,613.59,613.59,false,0.18418,0.66447,1,1
3,722.08,722.08,false,0.18793,0.73936,1,1
3,849.75,849.75,false,0.19195,0.82693,1,1
3,1000,1000,false,0.19623,0.92938,1,1
3.5,0.0001,0.0001,false,0.14622,9.9561e-8,1,1
3.5,0.00011768,0.00011768,false,0.14622,1.1716e-7,1,1
3.5,0.00013849,0.00013849,false,0.14622,1.3788e-7,1,1
3.5,0.00016298,0.00016298,false,0.14622,1.6226e-7,1,1
3.5,0.00019179,0.00019179,false,0.14622,1.9095e-7,1,1
3.5,0.0002257,0.0002257,false,0.14622,2.2471e-7,1,1
3.5,0.00026561,0.00026561,false,0.14622,2.6444e-7,1,1
3.5,0.00031257,0.00031257,false,0.14622,3.112e-7,1,1
3.5,0.00036784,0.00036784,false,0.14622,3.6622e-7,1,1
3.5,0.00043288,0.00043288,false,0.14622,4.3097e-7,1,1
3.5,0.00050941,0.00050941,false,0.14622,5.0717e-7,1,1
3.5,0.00059948,0.00059948,false,0.14622,5.9685e-7,1,1
3.5,0.00070548,0.00070548,false,0.14622,7.0238e-7,1,1
3.5,0.00083022,0.00083022,false,0.14622,8.2656e-7,1,1
3.5,0.00097701,0.00097701,false,0.14622,9.7271e-7,1,1
3.5,0.0011498,0.0011498,false,0.14622,0.0000011447,1,1
3.5,0.001353,0.001353,false,0.14622,0.0000013471,1,1
3.5,0.0015923,0.0015923,false,0.14622,0.0000015853,1,1
3.5,0.0018738,0.0018738,false,0.14622,0.0000018656,1,1
3.5,0.0022051,0.0022051,false,0.14622,0.0000021954,1,1
3.5,0.002595,0.002595,false,0.14622,0.0000025836,1,1
3.5,0.0030539,0.0030539,false,0.14622,0.0000030404,1,1
3.5,0.0035938,0.0035938,false,0.14622,0.0000035779,1,1
3.5,0.0042292,0.0042292,false,0.14622,0.0000042106,1,1
3.5,0.004977,0.004977,false,0.14622,0.000004955,1,1
3.5,0.005857,0.005857,false,0.14622,0.0000058311,1,1
3.5,0.0068926,0.0068926,false,0.14622,0.0000068621,1,1
3.5,0.0081113,0.0081113,false,0.14622,0.0000080753,1,1
3.5,0.0095455,0.0095455,false,0.14622,0.0000095031,1,1
3.5,0.011233,0.011233,false,0.14622,0.000011183,1,1
3.5,0.013219,0.013219,false,0.14622,0.000013161,1,1
3.5,0.015557,0.015557,false,0.14622,0.000015487,1,1
3.5,0.018307,0.018307,false,0.14622,0.000018226,1,1
3.5,0.021544,0.021544,false,0.14622,0.000021448,1,1
3.5,0.025354,0.025354,false,0.14623,0.00002524,1,1
3.5,0.029836,0.029836,false,0.14623,0.000029703,1,1
3.5,0.035112,0.035112,false,0.14623,0.000034954,1,1
3.5,0.04132,0.04132,false,0.14623,0.000041134,1,1
3.5,0.048626,0.048626,false,0.14623,0.000048406,1,1
3.5,0.057224,0.057224,false,0.14623,0.000056963,1,1
3.5,0.067342,0.067342,false,0.14623,0.000067034,1,1
3.5,0.079248,0.079248,false,0.14624,0.000078886,1,1
3.5,0.09326,0.09326,false,0.14624,0.000092831,1,1
3.5,0.10975,0.10975,false,0.14624,0.00010924,1,1
3.5,0.12915,0.12915,false,0.14625,0.00012855,1,1
3.5,0.15199,0.15199,false,0.14625,0.00015127,1,1
